Sample,KL,Mdists,Zvals,Peak,Correlation
01398.dpt,5.188352963641063,11.10406401856123,1254.8565806818513,0.006460388263614565,0.8873491965182273
01399.dpt,2.345183968625152,7.252708454346384,222.14483320555152,0.0057687420886590735,0.8753596195613795
01400.dpt,1.4293766322343926,8.70564304915409,52249277.68436252,0.005658465316021211,0.8500472835816125
01401.dpt,17.406392212374197,35.159437267891136,1811.4173374408342,0.006792522251201437,0.839977369897374
01402.dpt,7.9226161511929,14.584844902337919,887.0113296415229,0.00850187107736295,0.877642124029661
01403.dpt,3.8409868248638386,8.272262946630127,-559.9758613863444,0.0078016240141041155,0.88019962539421
01404.dpt,3.459882666342751,7.27870549724477,-412.232765578866,0.0087572140777105,0.8877112025834517
01405.dpt,4.166667449547989,8.737074438561333,-60.198535294323904,0.00938831954715742,0.8885192279618276
01406.dpt,3.9218209055516797,6.505709846161529,-108.0847450013052,0.011142564720532796,0.8999035415332027
01407.dpt,3.8122734598483805,7.68002101614651,-477.3068859331388,0.01114898052408016,0.8947572134555447
01408.dpt,3.749030587425177,7.1615903027961085,116.26496441858377,0.011819311503217583,0.9203447528760024
01409.dpt,5.099799565170773,9.091679351121659,365.3380721740492,0.012538247196675852,0.9231465353796564
01410.dpt,4.027656921031311,7.016349037135693,-320.8073253864771,0.016136484780205684,0.9294955037521794
01411.dpt,6.5837045126118126,11.793050712157369,95.8910062673106,0.016643579647746588,0.9239458610820043
01412.dpt,5.621192374058781,11.73909568846562,170.7161079998713,0.017992961720251926,0.9295464834603933
01413.dpt,7.532022508944547,12.856815260103158,357.57586415146403,0.018853782719764976,0.9376057935487258
01414.dpt,4.119049167168516,7.292736878860845,-43.6961128889782,0.023301038357012006,0.938383295319637
01415.dpt,4.327920942399287,7.9734987641249715,-221.2232580060962,0.021550079249501596,0.9364286053076178
01416.dpt,5.267944355902092,9.231849727743814,138.5707136134027,0.02182386089468454,0.9337525936775294
01417.dpt,4.441490946943724,7.162182611788082,105.45286437883256,0.023743748413406318,0.9380732029238061
01418.dpt,3.8587563431349325,6.73539811283927,-225.77198582090472,0.02680597074726608,0.9315461574613101
01419.dpt,4.5089703628051465,7.693551298154993,-199.37398965447704,0.025078618961312464,0.9300475759567626
01420.dpt,5.229465200931233,9.877769319429776,66.32235435494653,0.026427012609847825,0.9231036359698847
01421.dpt,4.547653438793305,7.153933805381023,-9.798123318227516,0.026339037265068525,0.9313733303828088
01422.dpt,5.3006641872028215,8.94246528774754,-30.48107096509198,0.02984993810938076,0.9243127854175808
01423.dpt,4.289419712861814,6.757935232650869,-163.9948067481749,0.030972621922477808,0.9229466866416174
01424.dpt,5.082439407341136,8.508742289685406,-20.6426373974122,0.03237178584009741,0.9217852873086245
01425.dpt,5.307011845919382,9.228451040230107,60.49897167088191,0.06259173332259277,0.8819935069353692
